energy mue mumu mutau
0.05 0.08576033301310054 0.8786603385845116 0.03557932842746483
0.05023102106734062 0.09306953617337721 0.8455888554340322 0.061341608401145005
0.05046310954935236 0.1023197011027572 0.8016278808623232 0.09605241802751448
0.05069627037794076 0.11317785483872644 0.7481842692704792 0.13863787586840573
0.05093050850779878 0.12527363944073872 0.686908717736777 0.18781764278655225
0.05116582891651224 0.13821150918514416 0.6196411526820782 0.24214733808509536
0.051402236604665454 0.1515831055757096 0.5483527643522982 0.30006413001454224
0.05163973659594757 0.16497943656169847 0.47508651876063895 0.35993404461287326
0.05187833393725929 0.17800251557926247 0.4018979199076088 0.4200995644434487
0.05211803369882008 0.19027615348890112 0.33079768997972264 0.47892615645949527
0.052358840974276004 0.20145564038792285 0.2636978883691431 0.534846471171424
0.052600760880807916 0.21123610280981947 0.20236280905437046 0.5864010880672906
0.052843798559240186 0.21935937317110382 0.14836578786067037 0.6322748389050807
0.05308795917415 0.22561926075665867 0.10305282429454829 0.6713279148933442
0.05333324791397696 0.22986516542504082 0.06751368484354392 0.7026211496857675
0.05357966999113355 0.23200402510516802 0.04256091338336393 0.7254350614772769
0.05382723064211576 0.23200063476536453 0.02871693666777024 0.73928242854567
0.0540759351276144 0.2298764167936448 0.026209225164648138 0.7439143580345237
0.05432578873262691 0.22570675978263605 0.034973257330992 0.7393199828939091
0.05457679676656957 0.2196170739300147 0.05466284349664921 0.7257200825959134
0.05482896456339049 0.2117777362398369 0.08466719762380893 0.7035550661739007
0.05508229748168281 0.20239811724063456 0.12413400413745126 0.6734678786740032
0.05533680090479866 0.1917198930235789 0.17199761463503505 0.6362824924072134
0.05559248024096354 0.1800098522264548 0.22701142651204653 0.5929787213399229
0.05584934092339115 0.1675524074821584 0.28778344244186993 0.5446641501655621
0.056107388410399 0.15464201528290694 0.35281398548786863 0.4925439993283065
0.05636662818552432 0.14157569775956724 0.4205345479571929 0.4378897543899559
0.056627065757640566 0.12864584519742656 0.4893467808785225 0.38200737403631596
0.05688870666107456 0.11613345991948347 0.5576606826486628 0.3262058575475536
0.05715155645572395 0.10430198121085296 0.6239311170042896 0.2717669019017944
0.05741562072717555 0.09339180798772444 0.6866918788186352 0.2199163133095334
0.057680905086823886 0.08361561167186897 0.7445866279081189 0.17179776053276946
0.05794741517199052 0.0751545069275371 0.796396122605766 0.1284493705742367
0.058215156646043834 0.06815512321586456 0.8410613028884328 0.09078357399613439
0.058484135198519256 0.06272759612501912 0.8777018940112362 0.05957050995527341
0.05875435654524037 0.058944474678018235 0.9056303227789118 0.035425202624209666
0.05902582642844024 0.056840519760191624 0.9243608568781885 0.018798623431050387
0.05929855061688346 0.05641334982159718 0.9336139905299528 0.009972659705168512
0.05957253490598879 0.05762487338781977 0.9333162048346015 0.00905892182087788
0.05984778511795216 0.06040343386611635 0.9235953266994178 0.016001239463888504
0.060124307101870604 0.06464658079146571 0.9047717946336231 0.030581624590236424
0.06040210673386641 0.07022437307245788 0.8773462118464563 0.05242941508252632
0.06068118991721202 0.07698311395300977 0.8419836262260906 0.08103325980880043
0.06096156258245553 0.08474941422274358 0.7994950225182255 0.1157555632341407
0.061243230687546564 0.0933344795501476 0.7508165442941416 0.15584897611890805
0.061526200217963074 0.10253851949676278 0.6969869823608899 0.20047449809479825
0.061810477186838415 0.11215517957520812 0.6391240726356213 0.2487207477322642
0.062096067635089194 0.12197590338952333 0.5784001409616243 0.29962395558405974
0.06238297763154348 0.13179413917064695 0.516017615850673 0.3521882449076411
0.06267121327307 0.14140931360880238 0.45318490383205684 0.4054057824835898
0.06296078068470753 0.1506305054990622 0.39109308723451286 0.45827640718819757
0.06325168601979515 0.15927976206877822 0.3308938621649097 0.509826375687201
0.06354393546010294 0.1671950116673876 0.2736790865719064 0.5591259016825162
0.06383753521596328 0.17423253750497558 0.22046225599913988 0.6053052064204217
0.06413249152640302 0.1802689880797006 0.17216216932993592 0.6475688425193007
0.06442881065927589 0.1852029106113241 0.12958898984534747 0.6852080994782817
0.06472649891139576 0.18895580399912135 0.09343284952937822 0.7176113464138608
0.06502556260867046 0.19147269737589995 0.06425508793963973 0.7442722146355858
0.06532600810623605 0.19272226909087167 0.04248216218614812 0.7647955686839941
0.06562784178859216 0.19269652880892796 0.028402212574895926 0.7789012585880335
0.0659310700697374 0.19141009227436107 0.02216422009187405 0.7864256876171807
0.06623569939330583 0.1888990840959145 0.023779647808328808 0.7873212680912244
0.06654173623270375 0.1852197086336763 0.033126419020743224 0.7816538723534595
0.06684918709124732 0.1804465326995171 0.04995505090349585 0.7695984164173527
0.06715805850230079 0.17467052633633276 0.07389673391868685 0.7514327397777313
0.06746835702941531 0.1679969094512795 0.10447312433851368 0.7275299662549863
0.06778008926646839 0.16054285259812504 0.1411076000141906 0.698349547443997
0.06809326183780409 0.152435079799758 0.18313771788463354 0.664427202382749
0.06840788139837359 0.14380742005431535 0.22982860547308223 0.6263639745496943
0.06872395463387686 0.13479835216531688 0.28038701749833467 0.5848146304223795
0.0690414882609046 0.12554858487393722 0.3339757923841633 0.5404756228357187
0.069360489027081 0.116198711049887 0.3897284514788147 0.4940728375716128
0.06968096371120713 0.10688697101837336 0.4467636957425207 0.44634933334459204
0.07000291912340487 0.09774715606614677 0.5041995700337334 0.3980532740094105
0.07032636210526184 0.08890667887962707 0.5611670834130484 0.3499262378188866
0.07065129952997667 0.08048483321844348 0.6168230945613058 0.3026920723326478
0.07097773830250508 0.0725912606088889 0.6703622939498003 0.2570464455531303
0.07130568535970644 0.0653246373388378 0.7210281382902576 0.21364722448066753
0.07163514767049153 0.05877159062454782 0.7681226175281448 0.17310579195358605
0.07196613223597034 0.053005848569739604 0.8110147597504018 0.13597939178139357
0.07229864608960096 0.04808762450827291 0.8491478044147587 0.10276457117250652
0.07263269629733904 0.04406323256480158 0.8820449988633998 0.07389176866017241
0.07296828995778783 0.0409649278246256 0.909313996789702 0.049721075465871185
0.07330543420234921 0.038810961408189265 0.9306498598611976 0.030539178801764027
0.0736441361953751 0.037605838021065624 0.9458366847832138 0.01655747725701893
0.0739844031343198 0.037340761213123706 0.9547478974830439 0.00791134135471777
0.07432624224989284 0.037994249638645616 0.9573452736147031 0.0046604767866010146
0.07466966080621261 0.03953290606362429 0.9536767600918745 0.006790333873223444
0.0750146661009609 0.04191231971093134 0.9438731857447178 0.014214494561712832
0.0753612654655378 0.045078081757241505 0.9281439604176985 0.02677795783102653
0.07570946626521759 0.04896689338012545 0.9067718708544381 0.044261235760154796
0.07605927589930522 0.05350774567836976 0.8801070885738138 0.06638516573153891
0.07641070180129349 0.05862315102827847 0.8485605096806427 0.09281633926423337
0.07676375143902112 0.06423040596530286 0.8125965492503201 0.1231730447475314
0.0771184323148314 0.07024286646386471 0.7727255136888855 0.15703161980107908
0.07747475196573157 0.07657121749681783 0.7294956734215324 0.19393310902693367
0.0778327179635531 0.08312471995722129 0.6834851555487447 0.23339012443158785
0.07819233791511233 0.08981241938616863 0.6352937718884866 0.27489380865612106
0.0785536194623725 0.09654430243887281 0.5855348922610044 0.3179208052252113
0.07891657028260585 0.10323238860531267 0.5348274661480851 0.3619401451670171
0.07928119808855684 0.10979174635129316 0.48378828814608815 0.40641996541947006
0.07964751062860613 0.11614142453128823 0.433024594111245 0.4508339812719154
0.08001551568693503 0.12220529161978384 0.3831270657456321 0.4946676425477837
0.08038522108369117 0.12791277698732073 0.3346633117607386 0.5374239111649708
0.08075663467515451 0.133199510089106 0.28817188385070464 0.5786286059742687
0.08112976435390434 0.13800785501727797 0.2441568756634024 0.617835269235535
0.08150461804898704 0.14228733937592752 0.20308314292264837 0.6546295176207826
0.0818812037260844 0.1459949778546116 0.16537217296046855 0.6886328491084872
0.0822595293876831 0.1490954921899574 0.1313986222893873 0.7195058854494134
0.08263960307324472 0.15156143040564346 0.10148753158865419 0.7469510379404734
0.08302143285937646 0.15337318930089705 0.0759122186900109 0.7707145919507098
0.08340502686000294 0.15451894511154363 0.05489284191040185 0.7905882129272351
0.08379039322653838 0.15499449809299853 0.03859561845846487 0.8064098834058847
0.0841775401480601 0.15480303746949478 0.027132675692236336 0.8180642868042841
0.08456647585148239 0.1539548337600255 0.020562506769077386 0.8254826594460122
0.08495720860173128 0.15246686593083508 0.018890996733473622 0.8286421373202494
0.08534974670192037 0.15036239114131247 0.022072980350566637 0.8275646285023851
0.08574409849352699 0.14767046504966858 0.030014289018695038 0.8223152459356925
0.08614027235656968 0.144425420733722 0.04257424087788904 0.8130003384022089
0.08653827670978623 0.14066631426732557 0.05956852575901849 0.7997651599972067
0.08693812001081251 0.13643634488292375 0.08077243486780092 0.782791220282351
0.08733981075636227 0.13178225745406183 0.10592438403918944 0.7622933585490632
0.08774335748240754 0.12675373475685428 0.13472967899457344 0.7385165862997534
0.08814876876436027 0.12140278662665539 0.16686447124546716 0.7117327421875105
0.08855605321725438 0.11578314272398792 0.20197985406676933 0.6822370032767882
0.08896521949592887 0.10994965517213384 0.23970604926147118 0.6503442956412375
0.08937627629521176 0.1039577168363429 0.2796566372045535 0.6163856460405791
0.08978923235010479 0.09786270049077492 0.32143278483409493 0.5807045147626039
0.09020409643596913 0.09171942357224688 0.3646274287974418 0.543653147723041
0.09062087736871183 0.08558164265805825 0.40882937380624484 0.5055889836327828
0.09103958400497311 0.07950158123595333 0.4536272693519629 0.46687114951274483
0.09146022524231469 0.07352949376490503 0.4986134312301324 0.42785707510839643
0.09188281001940857 0.06771326846267609 0.5433874777689911 0.3888992538736076
0.09230734731622736 0.06209807070526811 0.587559754204276 0.3503421751967669
0.09273384615423491 0.05672602839019649 0.6307545222425771 0.31251944947367005
0.09316231559657798 0.051635960104694345 0.6726128954698951 0.27575114453111793
0.09359276474827895 0.046863146454890314 0.712795504845128 0.24034134880412134
0.09402520275642912 0.04243914445678714 0.7509848820390235 0.2065759736059535
0.0944596388103833 0.03839164446667188 0.786887551801481 0.1747208038304317
0.09489608214195501 0.03474436873988325 0.8202358278357554 0.14501980351905036
0.09533454202561259 0.031517010354069716 0.8507893098013707 0.11769367993462934
0.09577502777867639 0.02872521091736331 0.8783360820374304 0.09293870713000663
0.09621754876151656 0.0263805752036981 0.9026936173734353 0.07092580750175455
0.09666211437775224 0.02449072061700943 0.9237093919647228 0.051799887490710406
0.09710873407445125 0.02305935918288222 0.9412612194381215 0.035679421444451236
0.0975574173423308 0.022086409599691267 0.9552573147571236 0.02265627570127629
0.09800817371595927 0.021568136750283077 0.9656361001034125 0.012795763196647818
0.0984610127739586 0.021497315978586506 0.9723657667278276 0.006136917335844188
0.09891594413920819 0.021863419371414856 0.9754436081410159 0.0026929725215042084
0.09937297747904912 0.022652821252509128 0.9748951412011754 0.0024520375717232935
0.09983212250548965 0.02384902009147172 0.9707730326151941 0.00537794731017959
0.10029338897541168 0.02543287405254413 0.963155849105542 0.011411276850099444
0.10075678669077785 0.027382847455035116 0.9521466500219705 0.020470502522540294
0.10122232549884018 0.02967526548616903 0.9378714414960094 0.03245329300877527
0.10169001529234904 0.03228457459603079 0.9204775113686516 0.047237914017869774
0.10215986600976354 0.03518360611063405 0.9001316640697493 0.0646847297939118
0.10263188763546259 0.03834384072075245 0.8770183744133766 0.08463778483224221
0.10310609019995716 0.041735671638504515 0.8513378789013516 0.10692644941882465
0.10358248378010343 0.04532866435893235 0.8233042226220417 0.13136711297042034
0.1040610784993169 0.049091811117251395 0.7931432791948393 0.15776490963237982
0.10454188452778751 0.05299377829263343 0.7610907604711108 0.18591546117424415
0.10502491208269575 0.057003145173787344 0.7273902318601909 0.21560662289801238
0.10551017142842975 0.06108863266880101 0.6922911482300672 0.24662021902761955
0.10599767287680353 0.06521932070976333 0.656046924342592 0.2787337548691728
0.10648742678727598 0.0693648532700411 0.6189130527398569 0.31172209390731
0.10697944356717108 0.07349563007736716 0.5811452809131533 0.34535908892287626
0.10747373367189901 0.07758298426777528 0.5429978584722823 0.37941915717009117
0.10797030760517831 0.08159934538251958 0.5047218638994553 0.41367879062563695
0.1084691759192592 0.08551838726174144 0.4665636193338796 0.44791799331003396
0.10897034921514771 0.08931516053376055 0.42876320069776214 0.4819216386727833
0.10947383814283104 0.09296620953635433 0.3915530493498024 0.5154807410174386
0.10997965340150372 0.09644967363631726 0.3551566903514061 0.5483936359157865
0.11048780573979508 0.09974537303476745 0.3197875613568768 0.5804670655123748
0.11099830595599772 0.10283487925809497 0.2856479551011736 0.6115171655458294
0.11151116489829685 0.1057015706376745 0.2529280774626222 0.641370351806514
0.11202639346500091 0.10833067317530672 0.22180522212855996 0.6698641046051836
0.11254400260477307 0.1107092872759807 0.19244306199400235 0.6968476506418737
0.1130640033168639 0.1128264009043336 0.16499105657975568 0.7221825424310693
0.11358640665134523 0.11467288978714288 0.1395839739713218 0.745743136160507
0.11411122370934484 0.11624150534048393 0.11634152505416523 0.7674169695286096
0.11463846564328245 0.11752685104787379 0.09536810715710366 0.7871050417229144
0.11516814365710655 0.11852534805456671 0.07675265361402916 0.8047219982643701
0.11570026900653263 0.1192351907735583 0.06056858521531197 0.8201962239496128
0.11623485299928238 0.11965629332158662 0.04687385904431812 0.8334698475783289
0.11677190699532392 0.11979022761839092 0.03571110978011148 0.8444986625518229
0.11731144240711314 0.11964015399006073 0.027107878193870182 0.8532519677726723
0.11785347069983637 0.11921074511900166 0.021076921272571124 0.8597123335715842
0.11839800339165385 0.11850810417755044 0.017616598166434013 0.863875297625812
0.11894505205394465 0.1175396779721279 0.0167113259751233 0.8657489960294077
0.11949462831155247 0.11631416590842782 0.01833209925868207 0.8653537348164697
0.12004674384303261 0.1148414255681908 0.022437067080377446 0.8627215073420501
0.12060141038090035 0.11313237566284748 0.028972161356843613 0.857895462977894
0.12115863971187996 0.11119889710139227 0.0378717703035375 0.850929332599708
0.12171844367715551 0.1090537328777075 0.04905945081691332 0.8418868163169259
0.12228083417262228 0.10671038744876853 0.06244867372631294 0.8308409388433379
0.12284582314913953 0.10418302623784884 0.07794359597444792 0.8178733778128519
0.12341342261278461 0.10148637585884779 0.09543985394296144 0.8030737702299241
0.12398364462510793 0.09863562561747898 0.11482537232496727 0.7865390020956974
0.12455650130338941 0.09564633080421002 0.1359811831570705 0.768372486083023
0.12513200482089593 0.09253431825201525 0.15878224985566952 0.7486834319425377
0.12571016740713983 0.08931559458987894 0.18309829135322622 0.7275861141128207
0.12629100134813923 0.08600625758088964 0.2087946016970918 0.7051991407833734
0.1268745189866785 0.08262241089190073 0.23573286075300945 0.6816447284215252
0.12746073272257114 0.07918008260036775 0.26377193194519993 0.6570479855256407
0.12804965501292292 0.07569514770336937 0.2927686432621091 0.6315362091101303
0.12864129837239666 0.07218325485438114 0.3225785480593915 0.605238197165884
0.12923567537347816 0.06865975751482997 0.35305666249657464 0.57828358007191
0.12983279864674355 0.06513964967057771 0.38405817674956905 0.5508021736664414
0.1304326808811274 0.061637506227884734 0.415439137445268 0.5229233564163324
0.13103533482419255 0.05816742816956118 0.4470570990653695 0.49477547285699586
0.13164077328240104 0.05474299251990417 0.47877174236259185 0.46648526521153766
0.13224900912138596 0.05137720713659906 0.5104454581211377 0.43817733483789384
0.13286005526622524 0.04808247031951011 0.5419438948760588 0.4099736349012837
0.133473924701716 0.04487053519955463 0.5731364694765569 0.3819929954215287
0.1340906304726507 0.04175247884654824 0.6038968396424365 0.35435068160906813
0.13471018568409415 0.03873867601216487 0.6341033379122801 0.32715798617361097
0.13533260350166204 0.03583877740368855 0.6636393666221573 0.30052185607174875
0.13595789715180084 0.033061692365550795 0.6923937537798422 0.2745445539514109
0.1365860799220688 0.030415575828951012 0.7202610699124028 0.24932335435419012
0.13721716516141821 0.027907819375153162 0.7471419061669046 0.2249502745519105
0.1378511662804792 0.025545046244986432 0.7729431141275898 0.20151183971936829
0.13848809675184454 0.023333110116092844 0.7975780079883854 0.17908888198517847
0.1391279701103562 0.02127709745993039 0.8209665298746855 0.15775637275236865
0.1397707999533928 0.019381333282942115 0.8430353792561046 0.1375832875448853
